cohort,reference_model,comparison_model,input,targets,metric,difference_pp,lower_95,upper_95
2022-2026,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,327,accuracy,3.6697247706422047,-0.9290102554179637,8.788546559823146
2022-2026,openai/gpt-4o-mini,anthropic/claude-opus-4.6,full_record,327,balanced_accuracy,2.85465405674465,-3.652869054464797,10.197453932976018
2022-2026,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,327,accuracy,3.9755351681957194,-0.6173317280128504,8.511286974571863
2022-2026,openai/gpt-4o-mini,anthropic/claude-opus-4.6,summary,327,balanced_accuracy,11.577899452463917,5.65738558081461,17.44112123872543
2022-2026,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,327,accuracy,13.76146788990826,9.50920245398774,18.34862385321101
2022-2026,openai/gpt-4o-mini,openai/gpt-5.6-sol,full_record,327,balanced_accuracy,18.514186162269787,12.273686019862497,25.153349834807813
2022-2026,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,327,accuracy,11.620795107033643,5.934325226249573,16.819643316470895
2022-2026,openai/gpt-4o-mini,openai/gpt-5.6-sol,summary,327,balanced_accuracy,26.416127426580395,20.044119317564114,32.36854097424179
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,327,accuracy,5.198776758409792,1.2008447616756217,9.365794939577048
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,full_record,327,balanced_accuracy,4.686411149825787,-0.6261092779403313,10.366492052885308
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,327,accuracy,5.504587155963307,1.2460091716491537,9.787438249823566
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-pro,summary,327,balanced_accuracy,12.192633150821308,6.566333486849938,18.13170144693607
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,327,accuracy,3.9755351681957194,-0.3086658640064254,8.616049382716044
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,full_record,327,balanced_accuracy,-4.64907914385266,-10.20056962025316,0.9110221674876835
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,327,accuracy,3.36391437308869,0.0,6.5625
2022-2026,openai/gpt-4o-mini,deepseek/deepseek-v4-flash,summary,327,balanced_accuracy,2.2448979591836746,-1.7358765560308451,6.089044801389812
2022-2026,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,327,accuracy,-0.6116207951070294,-4.9079754601226995,3.68154964780731
2022-2026,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,full_record,327,balanced_accuracy,-1.2195121951219505,-7.077056132370299,4.704518004489452
2022-2026,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,327,accuracy,-1.223241590214073,-4.863221884498486,1.8915514248922012
2022-2026,openai/gpt-4o-mini,qwen/qwen3-235b-a22b,summary,327,balanced_accuracy,1.2120457939273237,-2.8934514793100665,5.2075007325435845
2022-2026,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,327,accuracy,1.8348623853211024,-2.1343095024987004,6.097560975609753
2022-2026,openai/gpt-4o-mini,qwen/qwen3-32b,full_record,327,balanced_accuracy,-2.4265803882528587,-7.870036338859875,3.279021412689978
2022-2026,openai/gpt-4o-mini,qwen/qwen3-32b,summary,327,accuracy,1.5290519877675877,-1.8860946053431895,5.199175437609041
2022-2026,openai/gpt-4o-mini,qwen/qwen3-32b,summary,327,balanced_accuracy,5.077152812344458,0.25653684013498507,10.231342771333022
2022-2026,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,327,accuracy,3.0581039755351753,-1.2121212121212044,7.228915662650607
2022-2026,openai/gpt-4o-mini,openai/gpt-4.1-mini,full_record,327,balanced_accuracy,8.531607765057245,2.5766120277898406,15.05157872689146
2022-2026,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,327,accuracy,-0.3058103975535147,-3.363914373088683,2.484472049689444
2022-2026,openai/gpt-4o-mini,openai/gpt-4.1-mini,summary,327,balanced_accuracy,1.0129417620706818,-2.331503710538444,4.491929064029912
2022-2026,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,327,accuracy,0.6116207951070294,-4.217506389193136,6.042296072507554
2022-2026,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,full_record,327,balanced_accuracy,-5.676953708312595,-13.183484937766679,2.0319677129617113
2022-2026,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,327,accuracy,4.281345565749234,0.0,8.750283232628398
2022-2026,openai/gpt-4.1-mini,anthropic/claude-opus-4.6,summary,327,balanced_accuracy,10.564957690393236,4.869136375395242,16.444820759967612
2022-2026,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,327,accuracy,10.703363914373085,6.115741776683822,15.78987362022077
2022-2026,openai/gpt-4.1-mini,openai/gpt-5.6-sol,full_record,327,balanced_accuracy,9.982578397212542,3.2380972541339834,17.37330585155025
2022-2026,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,327,accuracy,11.926605504587158,6.707317073170742,17.126695559182743
2022-2026,openai/gpt-4.1-mini,openai/gpt-5.6-sol,summary,327,balanced_accuracy,25.403185664509714,18.843374457586993,31.731964625486178
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,327,accuracy,2.140672782874617,-2.1149638377735087,6.583660462970798
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,full_record,327,balanced_accuracy,-3.8451966152314583,-9.863782211947758,2.307329748123184
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,327,accuracy,5.810397553516822,1.2422360248447286,10.46197604790418
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-pro,summary,327,balanced_accuracy,11.179691388750626,5.3004956922974,17.18849716932578
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,327,accuracy,0.9174311926605441,-4.012656232083472,5.882352941176464
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,full_record,327,balanced_accuracy,-13.180686908909905,-19.146119865838568,-7.119544370154126
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,327,accuracy,3.6697247706422047,0.3124756619937695,6.88884389276158
2022-2026,openai/gpt-4.1-mini,deepseek/deepseek-v4-flash,summary,327,balanced_accuracy,1.2319561971129929,-3.0872770425776768,5.327611841278655
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,327,accuracy,-3.6697247706422047,-8.232336652494954,0.9118541033434582
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,full_record,327,balanced_accuracy,-9.751119960179196,-16.040370157960016,-3.476020259067981
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,327,accuracy,-0.9174311926605583,-4.321322096089897,2.431610942249236
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-235b-a22b,summary,327,balanced_accuracy,0.19910403185664194,-4.161234651963551,4.410670677706715
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,327,accuracy,-1.223241590214073,-5.741053636856162,3.3744926852288724
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-32b,full_record,327,balanced_accuracy,-10.958188153310104,-17.086445092925505,-4.903564390727454
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,327,accuracy,1.8348623853211024,-1.4883180068434583,5.167567091704353
2022-2026,openai/gpt-4.1-mini,qwen/qwen3-32b,summary,327,balanced_accuracy,4.0642110502737765,-0.8749834266540223,8.903489249149267
