case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings,item_id,respondent,group,decision_date,importance
CASE OF LACATUS v. SWITZERLAND,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-207695,SWITZERLAND,,2021-01-19,1
CASE OF GOLUB v. THE REPUBLIC OF MOLDOVA AND RUSSIA,P4-2,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-213706,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-11-30,4
CASE OF ȘCERBININA v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-210689,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-06-29,4
CASE OF VĂDUVA AND OTHERS v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-209152,ROMANIA,,2021-04-15,4
CASE OF SHABELNIK v. UKRAINE (No. 3),7,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-212897,UKRAINE,,2021-11-04,4
CASE OF ABDI v. DENMARK,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-211795,DENMARK,,2021-09-14,3
CASE OF GILLIGAN v. IRELAND,6,no_violation,3.6,True,0,5,"[2, 5, 2, 4, 5]",001-208547,IRELAND,,2021-03-18,4
CASE OF CSIKÓS AND OTHERS v. HUNGARY,5,violation,2.6,True,4,5,"[3, 3, 3, 1, 3]",001-213730,HUNGARY,,2021-12-02,4
CASE OF STRØBYE AND ROSENLIND v. DENMARK,14,no_violation,4.2,True,0,5,"[5, 1, 5, 5, 5]",001-207667,DENMARK,,2021-02-02,3
CASE OF IVKOVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-245708,SERBIA,,2021-07-22,4
CASE OF JESTCOV v. THE REPUBLIC OF MOLDOVA AND RUSSIA,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-211892,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-09-28,4
CASE OF BLIZNYUK v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-210322,UKRAINE,,2021-06-10,4
CASE OF GOLUB v. THE REPUBLIC OF MOLDOVA AND RUSSIA,13,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-213706,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-11-30,4
CASE OF ŠPADIJER v. MONTENEGRO,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-212970,MONTENEGRO,,2021-11-09,3
CASE OF MOROŞANU AND OTHERS v. ROMANIA,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-208592,ROMANIA,,2021-03-16,4
CASE OF LIEBSCHER v. AUSTRIA,8,violation,2.6,True,0,5,"[5, 1, 1, 1, 5]",001-209035,AUSTRIA,,2021-04-06,3
CASE OF OMDAHL v. NORWAY,6,no_violation,2.4,False,0,5,"[1, 1, 4, 2, 4]",001-209358,NORWAY,,2021-04-22,3
CASE OF VALDÍS FJÖLNISDÓTTIR AND OTHERS v. ICELAND,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-209992,ICELAND,,2021-05-18,3
CASE OF SŁAWIŃSKI v. POLAND,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-209154,POLAND,,2021-04-15,4
CASE OF FEILAZOO v. MALTA,34,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-208447,MALTA,,2021-03-11,3
CASE OF CAAMAÑO VALLE v. SPAIN,P1-3,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-210089,SPAIN,,2021-05-11,3
CASE OF APAP BOLOGNA v. MALTA,13,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-213796,MALTA,,2021-12-09,4
CASE OF SANDU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-214048,ROMANIA,,2021-12-16,4
CASE OF K.I. v. FRANCE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-209520,FRANCE,,2021-04-15,1
CASE OF BARSEGHYAN v. ARMENIA,11,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-211814,ARMENIA,,2021-09-21,3
CASE OF ASLANIAN v. THE REPUBLIC OF MOLDOVA AND RUSSIA,9,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-211020,REPUBLIC OF MOLDOVA AND RUSSIA,,2021-07-13,4
CASE OF IBRIŠIMOVIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-207850,BOSNIA AND HERZEGOVINA,,2021-02-11,4
CASE OF MILOŠEVIĆ v. CROATIA,P7-4,violation,3.6,False,0,5,"[4, 4, 5, 1, 4]",001-211596,CROATIA,,2021-08-31,3
CASE OF MONIR LOTFY v. CYPRUS,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-210680,CYPRUS,,2021-06-29,4
CASE OF NORWEGIAN CONFEDERATION OF TRADE UNIONS (LO) AND NORWEGIAN TRANSPORT WORKERS’ UNION (NTF) v. NORWAY,11,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-210332,NORWAY,,2021-06-10,3
CASE OF ROVSHAN HAJIYEV v. AZERBAIJAN,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-213788,AZERBAIJAN,,2021-12-09,3
CASE OF AVCI v. DENMARK,8,no_violation,1.2,False,0,5,"[1, 1, 1, 1, 2]",001-213522,DENMARK,,2021-11-30,3
"CASE OF TOŢCHI AND OTHERS v. THE REPUBLIC OF MOLDOVA, RUSSIA AND UKRAINE",2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-210537,UKRAINE,,2021-06-15,4
CASE OF ANCIENT BALTIC RELIGIOUS ASSOCIATION “ROMUVA” v. LITHUANIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-210282,LITHUANIA,,2021-06-08,3
CASE OF LAMBERTNÉ BÁRSONY v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141943,HUNGARY,,2014-03-25,4
CASE OF KIISA v. ESTONIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141629,ESTONIA,,2014-03-13,4
CASE OF S.J. v. BELGIUM,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-141668,BELGIUM,,2014-02-27,3
CASE OF MEMISHAJ v. ALBANIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141933,ALBANIA,,2014-03-25,4
CASE OF TARANEKS v. LATVIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-148268,LATVIA,,2014-12-02,4
CASE OF MILINKOVIĆ v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145349,BOSNIA AND HERZEGOVINA,,2014-07-08,4
CASE OF MEMISHAJ v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141933,ALBANIA,,2014-03-25,4
CASE OF FERNÁNDEZ MARTÍNEZ v. SPAIN,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-145068,SPAIN,,2014-06-12,1
CASE OF BEGANOVIC v. SLOVENIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142082,SLOVENIA,,2014-04-03,4
CASE OF VAJNAI v. HUNGARY NO.4,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-146410,HUNGARY NO.4,,2014-09-23,4
"CASE OF SOCIEDADE DE CONSTRUCOES MARTINS AND VIEIRA, LDA v. PORTUGAL",6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-147443,PORTUGAL,,2014-10-30,4
CASE OF BUZADJI v. THE REPUBLIC OF MOLDOVA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-148659,MOLDOVA,,2014-12-16,4
CASE OF L.M. v. SLOVENIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-144672,SLOVENIA,,2014-06-12,4
CASE OF S.A.S. v. FRANCE,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-145466,FRANCE,,2014-07-01,1
CASE OF RADU v. THE REPUBLIC OF MOLDOVA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142398,MOLDOVA,,2014-04-15,3
CASE OF AVOTIŅŠ v. LATVIA,6,no_violation,4.0,True,0,5,"[1, 5, 4, 5, 5]",001-141644,LATVIA,,2014-02-25,3
CASE OF LAKATOŠ AND OTHERS v. SERBIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-139897,SERBIA,,2014-01-07,4
CASE OF FILATOVA AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145779,UKRAINE,,2014-07-31,4
CASE OF GRESPIK v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142403,HUNGARY,,2014-04-22,4
CASE OF ZALEVSKIY v. UKRAINE,3,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-147037,UKRAINE,,2014-10-16,4
CASE OF MARGARETIĆ v. CROATIA,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-144367,CROATIA,,2014-06-05,3
CASE OF HUSAYN (ABU ZUBAYDAH) v. POLAND,38,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-146047,POLAND,,2014-07-24,2
CASE OF OSAKOVSKIY v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145580,UKRAINE,,2014-07-17,4
CASE OF TALI v. ESTONIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-140785,ESTONIA,,2014-02-13,3
CASE OF RUIZ RIVERA v. SWITZERLAND [Extracts],5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141434,SWITZERLAND,,2014-02-18,3
CASE OF CĒSNIEKS v. LATVIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-140769,LATVIA,,2014-02-11,4
CASE OF LINDSTRÖM AND MÄSSELI v. FINLAND,3,no_violation,4.8,True,0,5,"[5, 5, 5, 5, 4]",001-139995,FINLAND,,2014-01-14,3
"CASE OF DUŠKO IVANOVSKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142515,NORTH MACEDONIA,,2014-04-24,3
CASE OF PLACÌ v. ITALY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-140028,ITALY,,2014-01-21,3
CASE OF TERSHIYEV v. AZERBAIJAN,3,no_violation,1.8,False,0,5,"[4, 1, 1, 2, 1]",001-145788,AZERBAIJAN,,2014-07-31,4
CASE OF VIEIRA GOMES BEZERRA v. PORTUGAL,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-140239,PORTUGAL,,2014-01-28,4
CASE OF STAUDER AND GABL v. AUSTRIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-147875,AUSTRIA,,2014-11-13,4
CASE OF VOLYANYK v. UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-146697,UKRAINE,,2014-10-02,4
CASE OF CSÁSZY v. HUNGARY,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-147274,HUNGARY,,2014-10-21,4
CASE OF PETER v. GERMANY,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-146353,GERMANY,,2014-09-04,4
CASE OF SUKHANOV AND ILCHENKO v. UKRAINE,P1-1,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-145014,UKRAINE,,2014-06-26,4
CASE OF KARAGJOZI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142185,ALBANIA,,2014-04-08,4
CASE OF YAVOROVENKO AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145579,UKRAINE,,2014-07-17,4
CASE OF F.G. v. SWEDEN,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-140020,SWEDEN,,2014-01-16,4
CASE OF GÖTHLIN v. SWEDEN,5,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-147045,SWEDEN,,2014-10-16,3
CASE OF ALEKSANDR VLADIMIROVICH SMIRNOV v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141635,UKRAINE,,2014-03-13,4
"CASE OF ALIŠIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA, CROATIA, SERBIA, SLOVENIA AND ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145575,"BOSNIA AND HERZEGOVINA, CROATIA, SERBIA, SLOVENIA AND ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA",,2014-07-16,1
CASE OF BOKAL v. SLOVENIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142083,SLOVENIA,,2014-04-03,4
CASE OF S.A.S. v. FRANCE,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-145466,FRANCE,,2014-07-01,1
CASE OF OMELCHENKO v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145581,UKRAINE,,2014-07-17,4
CASE OF JAEGER v. ESTONIA,8,violation,4.2,False,0,5,"[4, 5, 4, 4, 4]",001-145787,ESTONIA,,2014-07-31,4
CASE OF BERARU v. ROMANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141910,ROMANIA,,2014-03-18,4
CASE OF LULI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142305,ALBANIA,,2014-04-01,3
CASE OF KARIN ANDERSSON AND OTHERS v. SWEDEN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-146399,SWEDEN,,2014-09-25,4
CASE OF O.G. v. LATVIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-146409,LATVIA,,2014-09-23,4
CASE OF Y v. LATVIA,3,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-147286,LATVIA,,2014-10-21,4
CASE OF HORNCASTLE AND OTHERS v. THE UNITED KINGDOM,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-148673,UNITED KINGDOM,,2014-12-16,3
CASE OF PIRTTIMÄKI v. FINLAND,P7-4,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-144113,FINLAND,,2014-05-20,4
CASE OF M.E. v. DENMARK,3,no_violation,1.6,False,0,5,"[1, 1, 1, 1, 4]",001-145341,DENMARK,,2014-07-08,4
CASE OF VASILYEV AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-140782,UKRAINE,,2014-02-13,4
CASE OF LI v. RUSSIA,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-142519,RUSSIA,,2014-04-24,4
CASE OF ALEKSANDR VLADIMIROVICH SMIRNOV v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-141635,UKRAINE,,2014-03-13,4
CASE OF N.A. v. NORWAY,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-148642,NORWAY,,2014-12-18,3
CASE OF VASILYEV AND OTHERS v. UKRAINE,8,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-140782,UKRAINE,,2014-02-13,4
CASE OF TANDA-MUZINGA v. FRANCE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-145653,FRANCE,,2014-07-10,3
"CASE OF SOCIEDADE DE CONSTRUCOES MARTINS AND VIEIRA, LDA v. PORTUGAL",13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-147443,PORTUGAL,,2014-10-30,4
CASE OF ANTHONY AQUILINA v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-148636,MALTA,,2014-12-11,4
CASE OF M.E. v. SWEDEN,3,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-145018,SWEDEN,,2014-06-26,3
CASE OF O'KEEFFE v. IRELAND,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-140235,IRELAND,,2014-01-28,1
CASE OF BOROVSKÁ AND FORRAI v. SLOVAKIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-148263,SLOVAKIA,,2014-11-25,3
CASE OF ERLA HLYNSDÓTTIR v. ICELAND (No. 2),10,violation,2.6,True,0,5,"[1, 5, 1, 5, 1]",001-147272,ICELAND,,2014-10-21,4
"MILADINOV AND OTHERS v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-142521,NORTH MACEDONIA,,2014-04-24,4
CASE OF EMIN HUSEYNOV v. AZERBAIJAN (No. 2),34,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-225807,AZERBAIJAN,,2023-07-13,3
CASE OF MESIĆ v. CROATIA (No. 2),8,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-224963,CROATIA,,2023-05-30,3
CASE OF KATONA AND ZÁVARSKÝ v. SLOVAKIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222915,SLOVAKIA,,2023-02-09,3
CASE OF STRASSENMEYER v. GERMANY,6,no_violation,4.2,True,0,5,"[4, 5, 4, 4, 4]",001-224505,GERMANY,,2023-05-02,3
CASE OF IRODOTOU v. CYPRUS,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224776,CYPRUS,,2023-05-23,4
CASE OF A.S. v. ITALY,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228167,ITALY,,2023-10-19,4
CASE OF KAPITONOV AND OTHERS v. RUSSIA,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-228673,RUSSIA,,2023-11-09,4
CASE OF JANÁČEK v. THE CZECH REPUBLIC,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222790,CZECH REPUBLIC,,2023-02-02,3
CASE OF AXEL SPRINGER SE v. GERMANY,10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-222312,GERMANY,,2023-01-17,3
CASE OF ABBASALIYEVA v. AZERBAIJAN,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224366,AZERBAIJAN,,2023-04-27,4
CASE OF LUCA v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228151,MOLDOVA,,2023-10-17,3
CASE OF ZAJMI v. ALBANIA,6,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-225318,ALBANIA,,2023-06-20,4
CASE OF OHANJANYAN v. ARMENIA,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224365,ARMENIA,,2023-04-25,4
CASE OF A.M.A. v. THE NETHERLANDS,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228357,NETHERLANDS,,2023-10-24,4
CASE OF A.T. AND OTHERS v. ITALY,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228992,ITALY,,2023-11-23,4
CASE OF TEPLJAKOV v. ESTONIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229134,ESTONIA,,2023-11-28,4
CASE OF CETINJA v. CROATIA,7,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224554,CROATIA,,2023-05-09,4
CASE OF LOBCHUK AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222920,UKRAINE,,2023-02-09,4
CASE OF DIMAKSYAN v. ARMENIA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228118,ARMENIA,,2023-10-17,3
CASE OF HALET v. LUXEMBOURG,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223259,LUXEMBOURG,,2023-02-14,1
CASE OF X AND OTHERS v. IRELAND,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-225329,IRELAND,,2023-06-22,3
CASE OF HUMPERT AND OTHERS v. GERMANY,11,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-229726,GERMANY,,2023-12-14,1
CASE OF MAMASAKHLISI AND OTHERS v. GEORGIA AND RUSSIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223361,GEORGIA AND RUSSIA,,2023-03-07,3
CASE OF EFGAN ÇETİN AND OTHERS v. TÜRKİYE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-227718,TURKEY,,2023-10-03,3
CASE OF KARANTALIS v. GREECE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222775,GREECE,,2023-01-31,4
CASE OF GEORGIOU v. GREECE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223435,GREECE,,2023-03-14,3
CASE OF SHIPS WASTE OIL COLLECTOR B.V. v. THE NETHERLANDS,8,no_violation,3.4,True,0,5,"[1, 5, 1, 5, 5]",001-224732,NETHERLANDS,,2023-05-16,3
CASE OF TEPLJAKOV v. ESTONIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229134,ESTONIA,,2023-11-28,4
CASE OF BELTSIOS v. GREECE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229125,GREECE,,2023-11-28,4
CASE OF Y v. FRANCE,8,no_violation,4.4,True,0,5,"[5, 5, 4, 4, 4]",001-223027,FRANCE,,2023-01-31,1
CASE OF GRIMA AND OTHERS v. MALTA,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228857,MALTA,,2023-11-14,4
CASE OF ZAMMIT AND BUSUTTIL v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-226474,MALTA,,2023-09-12,4
CASE OF BELLOTTO AND OTHERS  v. ITALY,P1-1,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-228840,ITALY,,2023-11-16,4
CASE OF ROZHNOV AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-225900,UKRAINE,,2023-07-20,4
CASE OF PAVLOV AND OTHERS v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224581,UKRAINE,,2023-05-11,4
CASE OF PLESHKOV AND PLESHKOVA v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223379,UKRAINE,,2023-03-09,4
CASE OF CAMARA v. BELGIUM,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-226093,BELGIUM,,2023-07-18,3
CASE OF DERKACH v. UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222917,UKRAINE,,2023-02-09,4
CASE OF SHARASHKIN AND OTHERS v. RUSSIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224576,RUSSIA,,2023-05-11,4
CASE OF LANG v. UKRAINE,3,no_violation,1.8,False,0,5,"[1, 1, 1, 5, 1]",001-228683,UKRAINE,,2023-11-09,4
CASE OF EL-ASMAR v. DENMARK,3,violation,3.0,False,0,5,"[1, 4, 2, 4, 4]",001-227719,DENMARK,,2023-10-03,3
CASE OF SEMENYA v. SWITZERLAND,14,violation,1.8,True,0,5,"[1, 1, 5, 1, 1]",001-226011,SWITZERLAND,,2023-07-11,3
CASE OF E.K. v. LATVIA,8,violation,2.4,True,0,5,"[4, 1, 4, 1, 2]",001-224091,LATVIA,,2023-04-13,3
CASE OF ZAGHINI v. SAN MARINO,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-224580,SAN MARINO,,2023-05-11,3
CASE OF GOLOVIN v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-225772,UKRAINE,,2023-07-13,4
CASE OF NEZDYMOVSKYY v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-227753,UKRAINE,,2023-10-05,4
CASE OF IRODOTOU v. CYPRUS,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-224776,CYPRUS,,2023-05-23,4
CASE OF LAGOSHENKO AND OTHERS v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-225678,UKRAINE,,2023-07-06,4
CASE OF V v. THE CZECH REPUBLIC,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229325,CZECH REPUBLIC,,2023-12-07,3
CASE OF UGULAVA v. GEORGIA,5,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-222898,GEORGIA,,2023-02-09,4
CASE OF B.F. AND OTHERS v. SWITZERLAND,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-225652,SWITZERLAND,,2023-07-04,1
CASE OF LOCASCIA AND OTHERS v. ITALY,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-228155,ITALY,,2023-10-19,3
CASE OF LYAPCHEV AND OTHERS v. BULGARIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223278,BULGARIA,,2023-03-02,4
CASE OF O.J. AND J.O. v. GEORGIA AND RUSSIA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229601,GEORGIA AND RUSSIA,,2023-12-19,3
CASE OF BURANDO HOLDING B.V. AND PORT INVEST v. THE NETHERLANDS,8,no_violation,4.2,True,0,5,"[1, 5, 5, 5, 5]",001-224734,NETHERLANDS,,2023-05-16,3
CASE OF SHOLOMYTSKYY AND OTHERS v. UKRAINE,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229141,UKRAINE,,2023-11-30,4
CASE OF J.A. AND OTHERS v. ITALY,P4-4,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223716,ITALY,,2023-03-30,3
CASE OF INTERNATIONAL RESEARCH AND EXCHANGE BOARD v. AZERBAIJAN,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223284,AZERBAIJAN,,2023-03-02,4
CASE OF O.J. AND J.O. v. GEORGIA AND RUSSIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-229601,GEORGIA AND RUSSIA,,2023-12-19,3
CASE OF Z.A. v. IRELAND,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-223380,IRELAND,,2023-03-09,4
CASE OF NIKOLAEV AND OTHERS v. BULGARIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222134,BULGARIA,,2023-01-12,4
CASE OF AL-MASUDI v. DENMARK,8,no_violation,4.8,True,0,5,"[4, 5, 5, 5, 5]",001-226195,DENMARK,,2023-09-05,4
CASE OF OVCHARENKO AND KOLOS v. UKRAINE,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-222138,UKRAINE,,2023-01-12,3
CASE OF MAMASAKHLISI AND OTHERS v. GEORGIA AND RUSSIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-223361,GEORGIA AND RUSSIA,,2023-03-07,3
CASE OF J&C PROPERTIES LIMITED v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-228861,MALTA,,2023-11-14,4
CASE OF GALLO v. ITALY,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-222894,ITALY,,2023-02-09,4
